keywords;title;description;modified;Typ;Kontakt;URL
Wasser;Fischwanderung Erfassungswerkzeug;;2012-04-18 12:02:23.000;Daten von Webseite;SIGMAPLAN & AQUARIUS;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/fachinfo-daten/fischwanderung_erfassungswerkzeug.xlsx
Wasser;Stationsliste Hydrowebsam Fr Juillet2023;;2023-09-27 12:04:53.000;Daten von Webseite;Salvi Hélène BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_FR_juillet2023.xlsx
Wasser;Stationsliste Hydrowebsam Ohne Digitale Daten;;2023-07-06 20:41:28.000;Daten von Webseite;Kan Stettler Caroline BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-ohne-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_ohne-digitale-Daten.xlsx
Wasser;Analyses Du Reseauhydrographique;;2013-12-20 18:24:59.000;Daten von Webseite;X60005007;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/hydrologie/fachinfo-daten/auswertungen_zumgewaessernetz.xlsx.download.xlsx/analyses_du_reseauhydrographique.xlsx
Wasser;Questionnaire Charriage;;2015-07-13 14:07:47.000;Daten von Webseite;Grasso Alessandro BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/hydrologie/formular/meldeformular_geschiebe.xlsx.download.xlsx/questionnaire_charriage.xlsx
Wasser;Messstellen Stations De Mesure Nawa Trend;;2022-07-18 09:19:33.000;Daten von Webseite;Rinta Päivi BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/fachinfo-daten/messstellen-nawa-trend.xlsx.download.xlsx/Messstellen_Stations_de_mesure_NAWA_TREND.xlsx
Wald & Holz;Liste Des Organismes Nuisibles Potentiellement Dangereux Pour La ForÃªt Ã‰valuÃ©s (Annexe 1);;2024-09-06 09:35:06.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wald-holz/fachinfo-daten/liste-artenprio-schadorganismen-wald.xlsx.download.xlsx/Liste%20des%20organismes%20nuisibles%20potentiellement%20dangereux%20pour%20la%20for%C3%AAt%20%C3%A9valu%C3%A9s%20(annexe%201).xlsx
Wald & Holz;Interventions Politiquesauniveaunationaldansledomainedesforets;;2025-07-03 11:31:19.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wald-holz/fachinfo-daten/politische_vorstoesseimbereichwaldundholzab2008.xlsx.download.xlsx/interventions_politiquesauniveaunationaldansledomainedesforets.xlsx
Wald & Holz;Pab21 26 Demande D'Aide Financiere Finances V2;;2024-04-24 09:46:25.000;Daten von Webseite;Aebischer Christian BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wald-holz/fachinfo-daten/beitragsgesuch.xlsx.download.xlsx/PAB21-26_Demande_d'aide_financiere_Finances_V2.xlsx
Wald & Holz;Projekts En Cours Et Terminés 2000 2024;;2024-07-04 06:29:55.000;Daten von Webseite;u80828812;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wald-holz/fachinfo-daten/20220725_Projekt%C3%BCbersicht_WHFF-CH_2004-2021.xlsx.download.xlsx/Projekts%20en%20cours%20et%20termin%C3%A9s%202000%20-%202024.xlsx
Wald & Holz;Communication Ci F 01;;2024-11-18 14:10:52.000;Daten von Webseite;cberger;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wald-holz/fachinfo-daten/kreditbedarf-finanzplanung-ik.xlsx.download.xlsx/communication_ci_f_01.xlsx
innovation;Rapport Financier Intermédiaire;;2018-03-05 14:26:30.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf.xlsx.download.xlsx/rapport%20financier%20interm%C3%A9diaire.xlsx
innovation;Rapport Financier IntermÃ©diaire DÃ©marrage Du Projet Ã€ Partir De 2019;;2020-10-14 09:33:06.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf-projektstartab2019.xlsx.download.xlsx/Rapport%20financier%20interm%C3%A9diaire_d%C3%A9marrage%20du%20projet%20%C3%A0%20partir%20de%202019.xlsx
innovation;Rapport Financier IntermÃ©diaire DÃ©marrage Du Projet Ã€ Partir De 2021;;2021-07-08 07:01:38.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/zwischenabrechnung_utf_projektstart2021.xlsx.download.xlsx/rapport%20financier%20interm%C3%A9diaire_d%C3%A9marrage%20du%20projet%20%C3%A0%20partir%20de%202021.xlsx
innovation;Rapport Financier Final;;2018-03-05 14:27:07.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/schlussabrechnung-utf.xlsx.download.xlsx/rapport%20financier%20final.xlsx
innovation;Rapport Financier Final DÃ©marrage Du Projet Ã€ Partir De 2019;;2019-09-03 10:29:08.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstartab2019.xlsx.download.xlsx/rapport%20financier%20final_d%C3%A9marrage%20du%20projet%20%C3%A0%20partir%20de%202019.xlsx
innovation;Rapport Financier Final DÃ©marrage Du Projet Ã€ Partir De 2021;;2021-07-08 07:02:40.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstart2021.xlsx.download.xlsx/rapport%20financier%20final_d%C3%A9marrage%20du%20projet%20%C3%A0%20partir%20de%202021.xlsx
Chemikalien;Swissprtr Daten 2007 2022;;2025-03-24 15:09:47.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/chemikalien/fachinfo-daten/swissprtr-daten-2007-2021.xlsx.download.xlsx/SwissPRTR-Daten_2007-2022.xlsx
Wasser;2022 Eaux Suisses Annexe;;2022-08-23 08:53:37.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/uz-umwelt-zustand/gewaesser-in-der-schweiz-anhang.xlsx.download.xlsx/2022_Eaux_suisses_Annexe.xlsx
Wasser;Tabelle Wasserhaushallt Schweiz 2023 It;;2024-06-04 12:29:03.000;Daten von Webseite;Leber Noël BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/tabelle-wasserhaushalt-schweiz-2021.xlsx.download.xlsx/tabelle-wasserhaushallt-Schweiz-2023-it.xlsx
Wasser;Rinaturazione Delle Acque Svizzere Stato Del Risanamento Ecologico Della Forza Idrica 2022 (Ufam 2024) Allegato;;2024-09-09 06:49:40.000;Daten von Webseite;Baumgartner Marc BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/renaturierung-der-schweizer-gewaesser-stand-oekologische-sanierung-wasserkraft-2022-bafu-2024-anhang.xlsx.download.xlsx/Rinaturazione_delle_acque_svizzere_stato_del_risanamento_ecologico_della_forza_idrica_2022_(UFAM_2024)_-_Allegato.xlsx
Wasser;Ct Codicepro Rilievo Set1 1 06;;2024-04-01 09:44:42.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set1_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set1_1_06.xlsx
Wasser;Ct Codicepro Rilievo Set2 1 02;;2023-02-21 14:52:39.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set2_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set2_1_02.xlsx
Wasser;Ct Codicepro Rilievo Set3 1 01;;2021-01-04 06:11:43.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set3_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set3_1_01.xlsx
Wasser;Ct Codicepro Rilievo Set4 1 04;;2024-05-02 06:23:53.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set4_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set4_1_04.xlsx
Wasser;Ct Codicepro Rilievo Set6 1 05;;2025-01-30 16:55:40.000;Daten von Webseite;STUCKI;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/formular_set_6_makrozoobenthos.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set6_1_05.xlsx
Wasser;Ct Codicepro Rilievo Set7 1 05;;2024-04-01 15:45:47.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set7_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set7_1_05.xlsx
Wasser;Ct Codicepro Rilievo Set8 2 02;;2025-01-06 16:48:04.000;Daten von Webseite;Sprecher, Lucie;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set8_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set8_2_02.xlsx
Wasser;Ct Codicepro Rilievo Set9 1 02;;2025-01-09 12:24:40.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set9_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set9_1_02.xlsx
Wasser;Ct Codicepro Rilievo Set10 1 01;;2021-01-04 16:03:58.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set10_01.xlsx.download.xlsx/CT_CodicePro_RILIEVO_Set10_1_01.xlsx
Wasser;Fischwanderung Erfassungswerkzeug;;2012-04-18 12:01:01.000;Daten von Webseite;SIGMAPLAN & AQUARIUS;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/fischwanderung_erfassungswerkzeug.xlsx
Wasser;Rilevamento Degliabitantiallacciati;;2016-01-25 12:28:04.000;Daten von Webseite;Bleny Hélène BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/erhebung_der_angeschlosseneneinwohnerinnenundeinwohner.xlsx.download.xlsx/rilevamento_degliabitantiallacciati.xlsx
Wasser;Stationsliste Hydrowebsam It Luglio2023;;2023-09-27 12:05:04.000;Daten von Webseite;Salvi Hélène BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_IT_luglio2023.xlsx
Wasser;Stationsliste Hydrowebsam Ohne Digitale Daten;;2023-07-06 20:41:28.000;Daten von Webseite;Kan Stettler Caroline BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-ohne-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_ohne-digitale-Daten.xlsx
Wasser;Analisi Della Reteidrografica;;2013-12-20 18:25:26.000;Daten von Webseite;X60005007;https://www.bafu.admin.ch/dam/bafu/it/dokumente/hydrologie/fachinfo-daten/auswertungen_zumgewaessernetz.xlsx.download.xlsx/analisi_della_reteidrografica.xlsx
Wasser;Registrazione Trasportodifondo;;2015-07-13 14:07:58.000;Daten von Webseite;Grasso Alessandro BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/hydrologie/formular/meldeformular_geschiebe.xlsx.download.xlsx/registrazione_trasportodifondo.xlsx
Wasser;Messstellen Stations De Mesure Nawa Trend;;2022-07-18 09:19:33.000;Daten von Webseite;Rinta Päivi BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/fachinfo-daten/messstellen-nawa-trend.xlsx.download.xlsx/Messstellen_Stations_de_mesure_NAWA_TREND.xlsx
Luft;Ãœbersicht Kva AperÃ§u Uiom 1904 2023;;2024-04-23 05:39:35.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/luft/fachinfo-daten/202403_kva-tabelle.xlsx.download.xlsx/%C3%9Cbersicht_KVA_-_Aper%C3%A7u_UIOM_-_1904-2023.xlsx
Luft;Tipi Di Sistemi Difiltriantiparticolato;;2025-02-24 09:08:02.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/luft/fachinfo-daten/partikelfiltersystem-typen.xlsx.download.xlsx/tipi_di_sistemi_difiltriantiparticolato.xlsx
Luft;Tipi Di Motore Oem;;2019-04-17 08:45:00.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/luft/fachinfo-daten/motoren-typen_oem.xlsx.download.xlsx/tipi_di_motore_oem.xlsx
Biodiversität;Liste Der Waldzielarten;;2015-09-24 08:00:05.000;Daten von Webseite;U80824250;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/fachinfo-daten/liste_der_waldzielarten.xlsx.download.xlsx/liste_der_waldzielarten.xlsx
Biodiversität;Auswertungsstatistikderwaldzielarten;;2015-09-24 08:03:10.000;Daten von Webseite;Claudia Huber;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/fachinfo-daten/auswertungsstatistikderwaldzielarten.xlsx.download.xlsx/auswertungsstatistikderwaldzielarten.xlsx
Biodiversität;Liste Der National Prioritären Arten;;2022-07-05 13:08:44.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/uv-umwelt-vollzug/liste-der-prioritaeren-arten.xlsx.download.xlsx/Liste%20der%20National%20Priorit%C3%A4ren%20Arten.xlsx
Biodiversität;Aueninventar Stand Und Handlungsbedarf Datentabellen 201104;;2021-03-15 13:25:41.000;Daten von Webseite;Leslie Bonnard;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/fachinfo-daten/aueninventar-stand-und-handlungsbedarf.xlsx.download.xlsx/Aueninventar_Stand%20und%20Handlungsbedarf_Datentabellen_201104.xlsx
Biodiversität;Aufwertungsbedarf In Den Auen Von Nationaler Bedeutung, Datentabellen, Aktualisierung 2018;;2021-03-15 15:37:53.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/externe-studien-berichte/aufwertungsbedarf-in-den-auen-von-nationaler-bedeutung-datentabellen-aktualisierung-2018.xlsx.download.xlsx/Aufwertungsbedarf%20in%20den%20Auen%20von%20nationaler%20Bedeutung,%20Datentabellen,%20Aktualisierung%202018.xlsx
Biodiversität;Lista Digitale Delle Degli Ambienti Prioritari A Livello Nazionale;;2022-07-05 13:27:43.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/uv-umwelt-vollzug/liste-der-prioritaeren-lebensraeume.xlsx.download.xlsx/Lista%20digitale%20delle%20degli%20ambienti%20%20prioritari%20a%20livello%20nazionale.xlsx
Biodiversität;National Prioritäre Arten, Revidierte Version, Stand 30 06 2019;;2019-06-07 08:48:07.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/it/dokumente/biodiversitaet/fachinfo-daten/liste-der-national-prioritaeren-arten.xlsx.download.xlsx/National%20Priorit%C3%A4re%20Arten,%20Revidierte%20Version,%20Stand%2030.06.2019.xlsx
Wald & Holz;Liste Der Bewerteten Waldrelevanten Schadorganismen (Anhang 1);;2024-09-06 09:35:06.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wald-holz/fachinfo-daten/liste-artenprio-schadorganismen-wald.xlsx.download.xlsx/Liste%20der%20bewerteten%20waldrelevanten%20Schadorganismen%20(Anhang%201)%20.xlsx
Wald & Holz;Politische Vorstoesseimbereichwaldundholzab2014;;2025-07-03 11:31:19.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wald-holz/fachinfo-daten/politische_vorstoesseimbereichwaldundholzab2008.xlsx.download.xlsx/politische_vorstoesseimbereichwaldundholzab2014.xlsx
Wald & Holz;Pal21 26 Domanda Di Contributi Finanze V2;;2024-04-24 09:46:28.000;Daten von Webseite;Aebischer Christian BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wald-holz/fachinfo-daten/beitragsgesuch.xlsx.download.xlsx/PAL21-26_Domanda_di_contributi_Finanze_V2.xlsx
Wald & Holz;Progetti In Corso E Completati 2000 â€“ 2024;;2024-07-04 06:29:55.000;Daten von Webseite;u80828812;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wald-holz/fachinfo-daten/20220725_Projekt%C3%BCbersicht_WHFF-CH_2004-2021.xlsx.download.xlsx/Progetti%20in%20corso%20e%20completati%202000%20%E2%80%93%202024.xlsx
Wald & Holz;Comunicazione Ci F 01;;2024-11-18 14:57:56.000;Daten von Webseite;cberger;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wald-holz/fachinfo-daten/kreditbedarf-finanzplanung-ik.xlsx.download.xlsx/comunicazione_ci_f_01.xlsx
Klima;Retired Cp1 Kyotounits;;2015-11-25 07:24:10.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/retired_cp1_kyotounits.xlsx.download.xlsx/retired_cp1_kyotounits.xlsx
Klima;Co2 Statistik 2024 07 Fr;;2025-07-07 13:16:40.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/CO2_Statistik_Daten.xlsx.download.xlsx/CO2-Statistik-2024-07_FR.xlsx
Klima;Evoluzione Gas Serra Dal 1990 2024 04;;2025-02-07 06:52:25.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/THG_Inventar_Daten.xlsx.download.xlsx/Evoluzione_gas_serra_dal_1990_2024-04.xlsx
Klima;Domanda Di Restituzione Della Tassa Sul Co2 Ai Gestori Di Impianti Di Cogenerazione 2023;;2024-09-16 08:48:55.000;Daten von Webseite;Aerni Silvan BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/gesuch-rueckerstattung-co2-abgabe-betreiber-wkk-anlagen-2022.xlsx.download.xlsx/Domanda_di_restituzione_della_tassa_sul_CO2_ai_gestori_di_impianti_di_cogenerazione_2023.xlsx
Klima;Pu Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme V1 240503 It;;2024-05-03 09:31:33.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_240503_it.xlsx.download.xlsx/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_240503_it.xlsx
Klima;Pu Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme V1 230317 It;;2023-03-21 14:11:35.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/vereinfachter-zusaetzlichkeitsnachweis-bereich-fernwaerme-2023.xlsx.download.xlsx/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_230317_it.xlsx
Klima;Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme 2022 It;;2022-01-12 13:07:01.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/klima-kop-ab-2022/excel-tool_vereinfachter_nachweis_zusaetzlichkeit_fernwaerme_v1_220104_d.xlsx.download.xlsx/Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_2022_IT.xlsx
Klima;Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme 2020 It;;2021-01-21 16:31:39.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/klima-kop-ab-2022/vereinfachter_zusaetzlichkeitsnachweis_bereich_fernwaerme_tool.xlsx.download.xlsx/Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_2020_IT.xlsx
Klima;Statistik Kompensationsprojekte Ch 20240625 It;;2025-03-25 15:37:19.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/statistik-kompensationsprojekte-ch-2022-12-23.xlsx.download.xlsx/Statistik%20Kompensationsprojekte%20CH%2020240625%20it.xlsx
Klima;Eig 2019 11 18 Annex Ii Tracking Progress Tables;;2019-11-19 11:49:39.000;Daten von Webseite;Markus Nauser;https://www.bafu.admin.ch/dam/bafu/it/dokumente/klima/fachinfo-daten/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx.download.xlsx/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx
Chemikalien;Swissprtr Daten 2007 2022;;2025-03-24 15:09:47.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/it/dokumente/chemikalien/fachinfo-daten/swissprtr-daten-2007-2021.xlsx.download.xlsx/SwissPRTR-Daten_2007-2022.xlsx
innovation;Conteggio Intermedio;;2018-03-09 10:03:48.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf.xlsx.download.xlsx/Conteggio%20intermedio.xlsx
innovation;Rapport Financier IntermÃ©diaire DÃ©marrage Du Projet Ã€ Partir De 2019;;2020-10-21 14:32:03.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf-projektstartab2019.xlsx.download.xlsx/Rapport%20financier%20interm%C3%A9diaire_d%C3%A9marrage%20du%20projet%20%C3%A0%20partir%20de%202019.xlsx
innovation;Conteggio Intermedio Inizio Del Progetto A Partire Da 2021;;2021-07-08 07:04:05.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/zwischenabrechnung_utf_projektstart2021.xlsx.download.xlsx/Conteggio%20intermedio_inizio%20del%20progetto%20a%20partire%20da%202021.xlsx
innovation;Conteggio Finale;;2018-03-09 10:03:53.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/schlussabrechnung-utf.xlsx.download.xlsx/Conteggio%20finale.xlsx
innovation;Conteggio Finale Inizio Del Progetto A Partire Da 2019;;2019-10-31 08:15:53.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstartab2019.xlsx.download.xlsx/Conteggio%20finale_inizio%20del%20progetto%20a%20partire%20da%202019.xlsx
innovation;Conteggio Finale Inizio Del Progetto A Partire Da 2021;;2021-07-08 07:05:02.000;Daten von Webseite;Pesch Marie-Laure BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstart2021.xlsx.download.xlsx/Conteggio%20finale_inizio%20del%20progetto%20a%20partire%20da%202021.xlsx
Naturgefahren;Richiesta Di Versamento;;2015-02-18 10:42:52.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/naturgefahren/fachinfo-daten/zahlungsantrag.xlsx.download.xlsx/richiesta_di_versamento.xlsx
Naturgefahren;Richiesta Di Versamentoconlistadeigiustificativi;;2015-02-18 10:41:45.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/it/dokumente/naturgefahren/fachinfo-daten/zahlungsantrag_mitbelegliste.xlsx.download.xlsx/richiesta_di_versamentoconlistadeigiustificativi.xlsx
Wirtschaft und Konsum;Excel Erhebungsformular Gastronomie;;2024-03-28 09:56:51.000;Daten von Webseite;Schröter Ladina BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wirtschaft-konsum/fachinfo-daten/excel_erhebungsformular_gastronomie.xlsx.download.xlsx/excel_erhebungsformular_gastronomie.xlsx
Abfall;Muster Bab Kommunale Abfallwirtschaft Hrm2 Bafu 2018;;2018-12-13 06:40:16.000;Daten von Webseite;swissplan.ch;https://www.bafu.admin.ch/dam/bafu/it/dokumente/abfall/fachinfo-daten/muster-bab-hrm2.xlsx.download.xlsx/Muster%20BAB%20kommunale%20Abfallwirtschaft%20HRM2%20BAFU%202018.xlsx
Abfall;Kopie Von Muster Bab Kommunale Abfallwirtschaft Hrm1 Bafu 2018;;2018-12-13 06:39:26.000;Daten von Webseite;swissplan.ch;https://www.bafu.admin.ch/dam/bafu/it/dokumente/abfall/fachinfo-daten/muster-bab-hrm1.xlsx.download.xlsx/Kopie%20von%20Muster-BAB_kommunale_Abfallwirtschaft_HRM1_BAFU_2018.xlsx
Luft;Particle Filter Systemtypes;;2025-02-24 09:08:27.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/luft/fachinfo-daten/partikelfiltersystem-typen.xlsx.download.xlsx/particle_filter_systemtypes.xlsx
Luft;Engine Types Oem;;2019-04-17 08:44:34.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/luft/fachinfo-daten/motoren-typen_oem.xlsx.download.xlsx/engine_types_oem.xlsx
Chemikalien;Swissprtr Daten 2007 2022;;2025-03-24 15:09:47.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/en/dokumente/chemikalien/fachinfo-daten/swissprtr-daten-2007-2021.xlsx.download.xlsx/SwissPRTR-Daten_2007-2022.xlsx
Klima;Retired Cp1 Kyotounits;;2015-11-25 07:24:10.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/fachinfo-daten/retired_cp1_kyotounits.xlsx.download.xlsx/retired_cp1_kyotounits.xlsx
Klima;Co2 Statistik 2024 07 De;;2025-07-07 12:48:35.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/fachinfo-daten/CO2_Statistik_Daten.xlsx.download.xlsx/CO2-Statistik-2024-07_DE.xlsx
Klima;Evolution Ghg Since 1990 2024 04;;2025-02-07 06:52:33.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/fachinfo-daten/THG_Inventar_Daten.xlsx.download.xlsx/Evolution_GHG_since_1990_2024-04.xlsx
